2024_display_name,party,municipality
Madelyn Bonilla Alicea,PPD,Hormigueros
Nannette Loperena Ortiz,PPD,Hormigueros
Mario Salas Torres,PPD,Hormigueros
Isaac Martínez Pérez,PIP,Hormigueros
Alondra Judith Troche Padilla,PIP,Hormigueros
Khalil Janiel Rivera González,PIP,Hormigueros
Judith Marti Pratts,PIP,Hormigueros
Ángel Luis (Totty) Morot Ramos,PIP,Hormigueros
David Troche Marti,PIP,Hormigueros
Vilma Piña Otero,PIP,Hormigueros
Milagros Martínez Pérez,PIP,Hormigueros
Luis M. Acevedo Lebrón,PIP,Hormigueros
Víctor Rivera Cartagena,PD,Hormigueros
Norma Casanova Delgado,PNP,Humacao
Carmen M. Díaz Colón,PNP,Humacao
Nydia María Vega Cintrón,PNP,Humacao
Matilde Burgos Ortiz,PNP,Humacao
Jorge M. Jiménez Martínez,PNP,Humacao
Adalberto López Torres,PNP,Humacao
Angélica Reyes Laboy,PNP,Humacao
César Morales Bonilla,PNP,Humacao
Emmanuel Nieves García,PNP,Humacao
Jonatán Benítez Díaz,PNP,Humacao
Juan R. Cruz Ramos,PNP,Humacao
Yvonne Negrón,PNP,Humacao
Mariela Ruiz Arroyo,PNP,Humacao
Gladys E. Flecha Delgado,PPD,Humacao
Ángel Gabriel Rodríguez Medina,PPD,Humacao
Roberto José Santiago Ortiz,PPD,Humacao
Raphie Omar Espinosa Almodóvar,PPD,Humacao
Yojaris Cruz Castro,PPD,Humacao
Antonia Morales Concepción,PPD,Humacao
Judith Ivette De León Rosa,PPD,Humacao
Héctor Elías Sepúlveda Ramos,PPD,Humacao
Carmen Lydia Fontanez Ruiz,PPD,Humacao
Narciso Rodríguez Velázquez,PPD,Humacao
Miguel Rodríguez Vega,PPD,Humacao
Carmen Socorro García Rivera,PPD,Humacao
Luis Vélez Arroyo,PPD,Humacao
Manuel Enrique Angleró Torres,MVC,Humacao
Oscar Delgado Santiago,MVC,Humacao
John Luis López Martínez,MVC,Humacao
Jann Alexis Quiñones Maldonado,MVC,Humacao
Mildred Laboy Abreu,MVC,Humacao
Oscar Iñaki Delgado Ramos,MVC,Humacao
Ramón W. Ortiz Rosario,MVC,Humacao
Félix Avilés Ortiz,MVC,Humacao
Keila Coss Pabellón,MVC,Humacao
Myralis Ortiz Sánchez,MVC,Humacao
Héctor Denis Martínez Rosa,MVC,Humacao
Yaritza Rivera Rodríguez,PD,Humacao
Israel Muñiz Rodríguez,PD,Humacao
Maribel Burgos Cáceres,PD,Humacao
Wanda Luz Moyett Rodríguez,PD,Humacao
Miguel Ángel Pérez Tolentino,PD,Humacao
Ramonita Santiago,PD,Humacao
Pedro Daniel Santiago Santiago,PD,Humacao
Sonia Maydee Torres Delgado,PD,Humacao
Migdalya Ares García,PD,Humacao
Eddie Nelson Tavárez Santiago,PNP,Isabela
Oscar Javier Badillo Guerrero,PNP,Isabela
Emrick Ernesto Guzmán Vélez,PNP,Isabela
Reneielda Alfaro Alfaro,PNP,Isabela
Miguel (Mikey) Mercado Mercado,PNP,Isabela
Lorna Michel Vega Carmona,PNP,Isabela
Elvis Zamot Cruz,PNP,Isabela
Enialem Jumelis Mercado Cabán,PNP,Isabela
Kenneth Yelton Torres,PNP,Isabela
Kevin Javier Tavárez Tirado,PNP,Isabela
Wetsy Vázquez,PNP,Isabela
Aura Nivia Alfaro Alfaro,PNP,Isabela
Luis A. Ramos Nieves,PNP,Isabela
Maribel Rodríguez Vélez,PPD,Isabela
Miguel (Pico) Machado Cruz,PPD,Isabela
Miguel Augusto Burgos,PPD,Isabela
Carlos José González Rodríguez,PPD,Isabela
José Manuel Fernández,PPD,Isabela
Ramón Ávila Rodríguez,PPD,Isabela
Samuel Tirado Medina,PPD,Isabela
Diana Arce Vargas,PPD,Isabela
Kenny Sánchez Galván,PPD,Isabela
William López Santiago,PPD,Isabela
Luis Milán González,PPD,Isabela
Ángel Yahir Machado Acevedo,PPD,Isabela
Yadiel Placeres Ramos,PPD,Isabela
Zair Torres Medina,MVC,Isabela
Andrea Paola Burgos Padilla,MVC,Isabela
Verónica D. Nieves Martí,MVC,Isabela
Rubén Rodríguez Vélez,PIP,Isabela
Dioselina Arroyo Rosa,PIP,Isabela
Carmen María Arroyo Rosa,PIP,Isabela
Félix Robles Torres,PIP,Isabela
Emilio Pérez Agront,PIP,Isabela
David Velázquez Vélez,PIP,Isabela
Zenaida Machado Mercado,PIP,Isabela
Robin Torres Rodríguez,PIP,Isabela
Luz D. Torres Pérez,PIP,Isabela
Cindy Candelario Feliciano,PIP,Isabela
Carmen G. Mantilla Calvente,PIP,Isabela
Diana Herencia Martínez,PIP,Isabela
Sammy Santiago Domenech,PIP,Isabela
Daniel Díaz Herrera,PD,Isabela
Glenn Méndez Ortiz,PD,Isabela
Benjamín González Ramos,PD,Isabela
Laizla Ríos Jiménez,PD,Isabela
María Isabel Galván Machado,PD,Isabela
Myrna Vargas Landín,PD,Isabela
Barlán Irizarry Narváez,PD,Isabela
Lisardo (Hood) Ramos Vélez,PD,Isabela
Elvin J. Rodríguez Pagán,PNP,Jayuya
Lissette López Rivera,PNP,Jayuya
Virgen Milagros Oquendo Negrón,PNP,Jayuya
Melanie Mejías Santiago,PNP,Jayuya
Yaraida Dávila Rivera,PNP,Jayuya
Wilfredo Martes Cordero,PNP,Jayuya
Reinaldo R. Santos Ortega,PNP,Jayuya
Nabilly Cabán Soto,PNP,Jayuya
Michael Efraín Lugo Lugo,PNP,Jayuya
Nitza Magaly Colón Carrión,PPD,Jayuya
José Alberto González Gilbes,PPD,Jayuya
Francisco G. Aponte Hernández,PPD,Jayuya
Wilfredo González González,PPD,Jayuya
Jerry Louis Medina Arroyo,PPD,Jayuya
Wilfredo (Freddy) Rivera Rossy,PPD,Jayuya
Nelson J. Domínguez Soto,PPD,Jayuya
Ángel (Papito) Vega Ortiz,PPD,Jayuya
Genaro Galarza Dávila,PPD,Jayuya
Yaritza Limarie Santiago González,PIP,Jayuya
José Enrique Castro Cotto,PIP,Jayuya
Félix Antonio Marín Reyes,PIP,Jayuya
Alfonso Santiago Cruz,PIP,Jayuya
Guillermo Ramos Hernández,PIP,Jayuya
José Antonio Arroyo De Jesús,PIP,Jayuya
Ernesto Luis Dávila Marín,PIP,Jayuya
Hilda M. Ramos Torres,PIP,Jayuya
Joel Ramos Vargas,PIP,Jayuya
Fernando A. Rodríguez Rodríguez,PNP,Juana Díaz
Nivia Isabel Rodríguez Hernández,PNP,Juana Díaz
Nathaniel Meléndez Guzmán,PNP,Juana Díaz
Benny Albarrán Vázquez,PNP,Juana Díaz
Isaac Santiago Echevarría,PNP,Juana Díaz
Herminio Rodríguez Príncipe,PNP,Juana Díaz
Ángel Rafael Rodríguez Alvarado,PNP,Juana Díaz
Jacqueline M. Soto Vega,PNP,Juana Díaz
Fernando Zayas Fernández,PNP,Juana Díaz
(Luisito) Luis Colón Cortés,PNP,Juana Díaz
Nora V. Rodríguez Algarín,PNP,Juana Díaz
Marianela Rodríguez Cruz,PNP,Juana Díaz
Glorimar García Cruz,PNP,Juana Díaz
Homero Ramos García,PPD,Juana Díaz
Nydia Meléndez Maldonado,PPD,Juana Díaz
Natividad Soto Negrón,PPD,Juana Díaz
Leopoldo Vega Vázquez,PPD,Juana Díaz
Ramón Vega Santiago,PPD,Juana Díaz
Nellie Sánchez Nazario,PPD,Juana Díaz
María Del C. Vega Vázquez,PPD,Juana Díaz
Steven Gabriel Campos Marfisi,PPD,Juana Díaz
Minerva Marrero Rivera,PPD,Juana Díaz
Nicolás González Rodríguez,PPD,Juana Díaz
Julio C. García González,PPD,Juana Díaz
Mildred Del C. Ramírez Márquez,PPD,Juana Díaz
Erick Pérez Ortiz,PPD,Juana Díaz
Aníbal Díaz Hernández,PIP,Juana Díaz
Marta Inés Muñoz Ortiz,PIP,Juana Díaz
Guillermo Velázquez Zayas,PIP,Juana Díaz
María T. Santos Montes,PIP,Juana Díaz
Miguel A. Vega Rivera,PIP,Juana Díaz
Nereida Rivera Ruiz,PIP,Juana Díaz
Nancy Pagán Zambrana,PIP,Juana Díaz
Ramón A. Velázquez Bermúdez,PIP,Juana Díaz
Julia Ivette Colón Rivera,PIP,Juana Díaz
Raquel Rivera Torres,PIP,Juana Díaz
Sara C. Rosario Ramos,PIP,Juana Díaz
Joas Eliud Rodríguez Muñoz,PIP,Juana Díaz
Pedro Tomás Rosario Ramos,PIP,Juana Díaz
María A. Amabert Millán,PNP,Juncos
Carlos González Cay,PNP,Juncos
Luis (Wiso) Mantero Hormazábal,PNP,Juncos
Edna Lissette Pagán Carrasquillo,PNP,Juncos
Carlos A. Príncipe Díaz,PNP,Juncos
Hiram Del Valle Ortiz,PNP,Juncos
José R. Santana González,PNP,Juncos
Elizier López Hernández,PNP,Juncos
Mabel Madera Echevarría,PNP,Juncos
Antonio Luis Crespo Méndez,PNP,Juncos
Alondra Coral Graciani Serrano,PNP,Juncos
Yadara Lebrón López,PPD,Juncos
Eli Samuel Morales Morales,PPD,Juncos
Elsie Alejandro Oyola,PPD,Juncos
María Dolores Márquez Masa,PPD,Juncos
Juanita R. Torres Peña,PPD,Juncos
Margarita Vélez Torres,PPD,Juncos
René Quiñones Peña,PPD,Juncos
Juan Antonio De Jesús Díaz,PPD,Juncos
Rodolfo Martínez Velázquez,PPD,Juncos
Melvin De Jesús Flores,PPD,Juncos
Yesenia García Alejandro,PPD,Juncos
Viviana Maite Navas Hernández,PIP,Juncos
Carolina González Colón,PIP,Juncos
Kendrick Vellón Vázquez,PIP,Juncos
Milena Cáceres Cortiñas,PIP,Juncos
Sonya Liz González Flores,PIP,Juncos
Edwin Velázquez Torres,PIP,Juncos
Zulma I. Figueroa Pérez,PIP,Juncos
Héctor Luis Rosario,PIP,Juncos
Ana Luisa Colón Fernández,PIP,Juncos
Astrid Virginia Mendoza Bonano,PIP,Juncos
Herminio Felipe González Colón,PIP,Juncos
Marisel Méndez Flecha,PD,Juncos
Luis Manuel (Luvi) Amabert,PD,Juncos
Gilberto Alexis Vicente Cruz,PD,Juncos
William Díaz Coriano,PD,Juncos
Ivonne L. Cintrón Peña,PD,Juncos
Aurea I. Fajardo Cáceres,PD,Juncos
James Hurd Quiñones,PD,Juncos
Gamaliel Resto Carrasquillo,PD,Juncos
Axel Peralta-Pola Morales,PD,Juncos
Emma R. Cruz Rodríguez,PD,Juncos
Lourdes Del Pilar Cruz Valentín,PNP,Lajas
Iris Pérez Báez,PNP,Lajas
José Balaguer Jusino,PNP,Lajas
Ivanhoe Vázquez Franqui,PNP,Lajas
Sarlene Cotte Pérez,PNP,Lajas
Miosoti Detrés Arroyo,PNP,Lajas
Jan Javier Vélez González,PNP,Lajas
Angélica Isabel Mercado Vélez,PNP,Lajas
Ferdinand Pérez Serpa,PNP,Lajas
Edwin Ruiz Zapata,PNP,Lajas
Alexánder (Palachito) Collado Morales,PNP,Lajas
Javier Enrique Ramírez Irizarry,PPD,Lajas
Maritza Valentín Lugo,PPD,Lajas
Laura Valentina Vélez Padilla,PPD,Lajas
Manuel Martínez Ramírez,PPD,Lajas
Roberto Vilanova Collado,PPD,Lajas
Frances Caraballo Padovani,PPD,Lajas
Luis Lugo Morales,PPD,Lajas
Linayra A. Blasini Cruz,PPD,Lajas
José Antonio Rosado Casiano,PPD,Lajas
Julio Rivera Collado,PPD,Lajas
Edda Mercado Pérez,PPD,Lajas
Olga Basilia Quiñones Rodríguez,PIP,Lajas
Zoila Rosa Pardo Castro,PIP,Lajas
Marcos Sánchez Ortiz,PIP,Lajas
Luis Francisco Lugo Martínez,PIP,Lajas
Santos Alfredo Laboy Pagán,PIP,Lajas
Enza Ilia Rivera Meléndez,PIP,Lajas
Marieli Dávila Pérez,PIP,Lajas
Miguel A. Santiago Santana,PIP,Lajas
Sandra Arango Mercado,PIP,Lajas
José Elías Rodríguez Muñiz,PIP,Lajas
Carmen I. Lugo Morales,PIP,Lajas
Víctor Méndez Zapata,PD,Lajas
Blanca Irizarry Lugo,PD,Lajas
Albert Alexis Cruz Marrero,PD,Lajas
Marina Cora Rodríguez,PD,Lajas
Félix Jr. Vázquez Reyes,PD,Lajas
Evelyn Rodríguez Pérez,PD,Lajas
Gilberto Quiles Cuevas,PNP,Lares
Jorge Luis Acevedo Soto,PNP,Lares
Jahn Miguel Tacoronte González,PNP,Lares
Gabriel Aquino Olavarría,PNP,Lares
William Cuevas Soto,PNP,Lares
Milagros López Camacho,PNP,Lares
Héctor L. Martí López,PNP,Lares
Fredeswinda Vélez Gerena,PNP,Lares
Noelia Arroyo Cruz,PNP,Lares
Jomar Elied González Cruz,PNP,Lares
Joel Valentín Ruiz,PNP,Lares
Leonardo Alicea Quiles,PPD,Lares
Jorge L. Vélez Acevedo,PPD,Lares
Eduardo Ortiz Pérez,PPD,Lares
Maritza Durán Cruz,PPD,Lares
Betzaida Quintana López,PPD,Lares
María O. Beltrán Acevedo,PPD,Lares
Ramón Wilson Arroyo Jr.,PPD,Lares
Nelson Ramos Álvarez,PPD,Lares
Victoria Bujosa Valentín,PPD,Lares
José Eduardo Rivera Soto,PPD,Lares
Nobel Armando Cuevas Pérez,PPD,Lares
Luis Diego González González,MVC,Lares
Juan J. González Elizalde,MVC,Lares
Gabriela Tairis Vargas Quiñones,PIP,Lares
Ángel Heriberto Hernández Torres,PIP,Lares
Rita María Soto Vargas,PIP,Lares
Ramón Ríos Ruiz,PIP,Lares
Delia Martínez Irizarry,PIP,Lares
Camila Tais Sárraga Vargas,PIP,Lares
Alberto Gabriel James Novales,PIP,Lares
Gabriel André Pérez Vargas,PIP,Lares
Edwin Quiles Román,PIP,Lares
Alexandra Ruiz Vargas,PIP,Lares
Ernesto L. Acevedo Castillo,PIP,Lares
Gabriel González Hernández,PD,Lares
Annelie Carlo Rivera,PNP,Las Marías
Roberto Santiago Acevedo,PNP,Las Marías
Monserrate Valentín Pérez,PNP,Las Marías
Virgilio Sánchez Figueroa,PNP,Las Marías
Radamés Martínez Barbosa,PNP,Las Marías
José Luis Cuevas Vélez,PNP,Las Marías
Rosa Julia González Guilloty,PNP,Las Marías
Rosa Iris Castro Gracia,PNP,Las Marías
José Iván Ramos Rodríguez,PNP,Las Marías
(Manny) José Emmanuel Rodríguez Cuevas,PPD,Las Marías
Mildred Rodríguez Bauzá,PPD,Las Marías
Marilyn Arvelo Padín,PPD,Las Marías
Omualdo Ríos Crespo,PPD,Las Marías
Elías Méndez Cuevas,PPD,Las Marías
Socorro Enid Rodríguez Mártir,PPD,Las Marías
Othniel David Sánchez Santos,PPD,Las Marías
Rosa Aida Torres Santiago,PPD,Las Marías
Alejandro Rivera Alicea,PPD,Las Marías
Marisol Vega Muñiz,PIP,Las Marías
Kathia Michelle Lugo Vélez,PIP,Las Marías
Nivia I. Rodríguez Vélez,PIP,Las Marías
Mialis Quiles Cosme,PIP,Las Marías
Carlos Ramón Cruz Carrión,PIP,Las Marías
Orlando (Mijito) Crespo,PIP,Las Marías
Perfecto Andújar Mercado,PIP,Las Marías
Jaime López Tosado,PIP,Las Marías
Sharon Rodríguez Cruz,PNP,Las Piedras
Maribel Hernández Hernández,PNP,Las Piedras
Myrna Aponte Álvarez,PNP,Las Piedras
Liz Sheila Cruz Rivera,PNP,Las Piedras
Yamille Colón Rivera,PNP,Las Piedras
Alex II López Millán,PNP,Las Piedras
Amee Rodríguez Ríos,PNP,Las Piedras
Luis Antonio Márquez Ruiz,PNP,Las Piedras
Joel Alexis Aponte Albino,PNP,Las Piedras
Javier Negrón Rivera,PNP,Las Piedras
Joilani Cosme González,PNP,Las Piedras
Néstor Negrón Cruz,PPD,Las Piedras
Sandra Lee Christian Gerena,PPD,Las Piedras
Fernando (Fernan) Vélez,PPD,Las Piedras
Luis Onel González Sanabria,PPD,Las Piedras
Taina Liz González Agosto,PPD,Las Piedras
Karen Sepúlveda Sanabria,PPD,Las Piedras
Judith Bernard Bermúdez,PPD,Las Piedras
Orlando López Castro,PPD,Las Piedras
Anderson González Montesinos,PPD,Las Piedras
Rafael F. Acosta Sepúlveda,PPD,Las Piedras
Melvin Oscar Castro Meléndez,PPD,Las Piedras
Ernesto Marín Algarín,MVC,Las Piedras
Teresa Vázquez Cabrera,PIP,Las Piedras
Christian Chaz Monahan Vargas,PIP,Las Piedras
Miguel Ángel Beltrán Álvarez,PIP,Las Piedras
Valerie Gómez Cruz,PIP,Las Piedras
Ernesto Juan Del Rosario III Camareno,PIP,Las Piedras
Antonio Carlos Rincón Colón,PIP,Las Piedras
Christopher Aiken Monahan Vargas,PIP,Las Piedras
Rosaura Jiménez Ayala,PIP,Las Piedras
Leishka Angelly Pláceres Calderón,PIP,Las Piedras
Déborah Berman Santana,PIP,Las Piedras
Emmanuel Peña Díaz,PD,Las Piedras
Candida (Candy) Reyes López,PD,Las Piedras
Félix Ángel González Vázquez,PD,Las Piedras
Narciso Goveo Arroyo,PD,Las Piedras
Víctor Siárez Osorio,PNP,Loíza
Wanda De Jesús Dávila,PNP,Loíza
José Gabriel Santos López,PNP,Loíza
Julimar Fuentes Mercado,PNP,Loíza
Jorge (Mr. Pi) Pizarro Osorio,PNP,Loíza
Gladiarys Figueroa Carrión,PNP,Loíza
Lormariel Delgado Maysonet,PNP,Loíza
Leonel Rivera De Jesús,PNP,Loíza
Eliezer Torres Peguero,PNP,Loíza
Lorainy M. Escobar Fuentes,PNP,Loíza
Jesiel Manuel Pérez Ayala,PNP,Loíza
Joel A. Osorio Chiclana,PPD,Loíza
Rafael Rivera Rivera,PPD,Loíza
María E. Pérez Maisonet,PPD,Loíza
Dwight Colón Fuentes,PPD,Loíza
Sonia E. Pérez Ortega,PPD,Loíza
Yolanda Pizarro Quiñones,PPD,Loíza
Eliabel Ferrer Osorio,PPD,Loíza
Luis Alberto Ayala Asencio,PPD,Loíza
Paulina Delerme Bonano,PPD,Loíza
José (Kiko) Osorio,PPD,Loíza
Bryant Villegas,PPD,Loíza
Elaida Rosa Del Valle Carrión,MVC,Loíza
Carlos Gabriel Márquez Arroyo,PIP,Loíza
Mariela Márquez Arroyo,PIP,Loíza
Adriana Márquez Arroyo,PIP,Loíza
Miguel Ángel Andino Rodríguez,PIP,Loíza
José A. Plata Rivera,PIP,Loíza
Carlos M. Plaza Osorio,PIP,Loíza
José Carlos Carrasquillo Arce,PIP,Loíza
Marta Vázquez Ortega,PIP,Loíza
Juanita Márquez López,PIP,Loíza
Héctor William Avilés Pérez,PIP,Loíza
Carlos Márquez López,PIP,Loíza
Elier Esquilín Quiñones,PNP,Luquillo
María Virgen Ortiz Avilés,PNP,Luquillo
Rosa M. (Rosita) García Cales,PNP,Luquillo
Kendrakendra J. Rojas López,PNP,Luquillo
Michelle Delgado Jiménez,PNP,Luquillo
Carmen López Nieves,PNP,Luquillo
Saimylis Flores Miranda,PNP,Luquillo
Juan E. Rivera Roberto,PNP,Luquillo
Héctor Alexis Robles Calderón,PNP,Luquillo
Joaquín González Pérez,PPD,Luquillo
Liduvina Feliciano Parrilla,PPD,Luquillo
Luis Alberto Morales Montañez,PPD,Luquillo
Wilfredo Ríos Saldaña,PPD,Luquillo
Wilma Rivera Rodríguez,PPD,Luquillo
Santos Franco,PPD,Luquillo
Lisandra Vega Guzmán,PPD,Luquillo
Rolando Vélez Rosa,PPD,Luquillo
Efraednith Quiñones Carmona,PPD,Luquillo
Isaías González Rosa,MVC,Luquillo
Nelly Pérez Retana,MVC,Luquillo
Mercedes Algarín Agosto,PIP,Luquillo
Migdalia Skerrett Laureano,PIP,Luquillo
José Arnaldo Vargas Colón,PIP,Luquillo
Cristian Rivera Luzunaris,PIP,Luquillo
Maribel Cachola Burgos,PIP,Luquillo
Teresa E. Rodríguez Cruz,PIP,Luquillo
Héctor Báez Flores,PIP,Luquillo
Emma Luz Saniel Velázquez,PIP,Luquillo
Juan Fernando Rivera Ramírez,PIP,Luquillo
Marilynn López,PD,Luquillo
Marialejandra Pérez Vélez,PD,Luquillo
Rafael Pérez Cruz,PD,Luquillo
Obed Colón Matos,PD,Luquillo
Jean Gabriel D’orville Santos,PD,Luquillo
Benjamín Rodríguez Rosado,PD,Luquillo
Roberto Juan (Manan) Rosa Ramírez,PD,Luquillo
Juan García Carambot,INDT,Luquillo
Glorimar Falconi Arroyo,PNP,Manatí
Vito Manuel Castro,PNP,Manatí
Minerva Serpa Fernández,PNP,Manatí
María C. Robles Torres,PNP,Manatí
Raúl Román Freytes,PNP,Manatí
José Antonio Saavedra Alicea,PNP,Manatí
María Antonia Otero González,PNP,Manatí
Carlos Efraín Rivera Arroyo,PNP,Manatí
Edwin Abdiel Ayala Escarfullery,PNP,Manatí
Carlos Rubén Cortés Santiago,PNP,Manatí
Dalmarie Martínez Castro,PNP,Manatí
Ana Gloria Ayala Ortiz,PPD,Manatí
Francisco Javier (Franky) González Ríos,PPD,Manatí
Ángel Guillermo Román De Jesús,PPD,Manatí
Katiria Orona Medina,PPD,Manatí
Eddie Travieso Albelo,PPD,Manatí
Carmen Santos Sanches,PPD,Manatí
Rosaly Rosa Vélez,PPD,Manatí
Frances Marie Lugo Hernández,PPD,Manatí
Flor Ortega Ramos,PPD,Manatí
María García Andino,PPD,Manatí
Héctor Muriel,PPD,Manatí
Blanca Febles Valentín,PIP,Manatí
Ronald Collazo Pagán,PIP,Manatí
María Digna Rosa Serrano,PIP,Manatí
María (Magda) Vega Rivera,PIP,Manatí
Elizabeth Acevedo Reyes,PIP,Manatí
Sara La Luz González,PIP,Manatí
Rolando Gómez Quiñonez,PIP,Manatí
Josuan Manuel Rosa Morales,PIP,Manatí
Raquel Marilen Laurencio Palma,PIP,Manatí
William Landrón González,PIP,Manatí
Janibell Nieves Febles,PIP,Manatí
Wesley Martínez Vélez,PNP,Maricao
Elsie Martínez Lugo,PNP,Maricao
Gustavo Benítez Ortega,PNP,Maricao
Jeanette Ortiz Castillo,PNP,Maricao
Sonia Galarza Rivera,PNP,Maricao
Luis A. Rosado,PNP,Maricao
Jerik Del Valle Vélez,PNP,Maricao
Marcos Ruiz Sierra,PNP,Maricao
Luyonelli Padilla López,PNP,Maricao
Elver Feliciano Vélez,PPD,Maricao
Carlos Ramos Irizarry,PPD,Maricao
Orlando Morales Feliciano,PPD,Maricao
Nemesio González Martínez,PPD,Maricao
Eliezer Feliciano Cordero,PPD,Maricao
Tirsa Victoria Enríquez Vega,PPD,Maricao
Giovany Llorens Mercado,PPD,Maricao
Antonio A. Ramos Rodríguez,PPD,Maricao
Juan Santiago Santana,PPD,Maricao
Melody Rivera Oms,PIP,Maricao
Amy Arleth Rivera Oms,PIP,Maricao
Rotsen Eduardo Rivera Rivera,PIP,Maricao
Rodney Iván Rivera Rivera,PIP,Maricao
Walter Ramón García Irizarry,PIP,Maricao
Carmen Morales,PIP,Maricao
Jaminette Candelaria Valentín,PD,Maricao
Emmanuel Torres Cruz,PD,Maricao
Deborah Justiniano Sepúlveda,PD,Maricao
Ferdinand Pérez Justiniano,PD,Maricao
Richard Anthony Feliciano Vega,PD,Maricao
Eric Orlando Cruz Lebrón,PNP,Maunabo
Denise Yanira Rodríguez Steidel,PNP,Maunabo
Mayra Lee Soto,PNP,Maunabo
Claribel Vega Nieves,PNP,Maunabo
José Orlando Rodríguez Morales,PNP,Maunabo
Victoria García Burgos,PNP,Maunabo
Nitza Aimee Fernández García,PNP,Maunabo
Hilda L. Díaz Morales,PNP,Maunabo
Margarita Torres Ruiz,PNP,Maunabo
Niavelis Castro Meléndez,PPD,Maunabo
Benita Dávila Morales,PPD,Maunabo
Ramón Pinto González,PPD,Maunabo
Eric Agustín Ramírez Dávila,PPD,Maunabo
Félix Xavier Rivera García,PPD,Maunabo
José Luis (Pantera) Rodríguez Salinas,PPD,Maunabo
Manuel (Landy) Sostre García,PPD,Maunabo
Abián Amaro Collazo,PPD,Maunabo
Ileana Colón Collazo,PPD,Maunabo
Luis Argelio Amaro Soto,MVC,Maunabo
Zoraida Torres Montes,PIP,Maunabo
Hilldiananette Lugo Rodríguez,PIP,Maunabo
Carmen Amaro Morales,PIP,Maunabo
Ramón Luis Fantauzzi Ramos,PIP,Maunabo
Rocío Morales Rivera,PIP,Maunabo
Josué Emanuel Lebrón Gómez,PIP,Maunabo
Jacinto León Rodríguez,PIP,Maunabo
Domingo Fantauzzi Ramos,PIP,Maunabo
Domingo Montañez Reyes,PIP,Maunabo
Santos Vélez Sánchez,PNP,Mayagüez
Nelson Lugo López,PNP,Mayagüez
Margarita Fernández Ramos,PNP,Mayagüez
Maribel Cintrón Ruiz,PNP,Mayagüez
Rosario Del C. Davis Pérez,PNP,Mayagüez
Milagros Morales Vélez,PNP,Mayagüez
Arcenette Crespo Muñiz,PNP,Mayagüez
Perla López Rosas,PNP,Mayagüez
Minerva (Cesaní) Díaz Torres,PNP,Mayagüez
Franklin Pluguez Feliciano,PNP,Mayagüez
(Jossie) Josefa Moulier Rodríguez,PNP,Mayagüez
Edgardo (Eggy) Suárez Olivares,PNP,Mayagüez
Ana Vializ González,PNP,Mayagüez
Pura Vincenty Pagán,PPD,Mayagüez
Augusto López Serrano,PPD,Mayagüez
Ada Ruiz Casiano,PPD,Mayagüez
Lissette Rodríguez Mateo,PPD,Mayagüez
Carmen A. Vega Olivencia,PPD,Mayagüez
Federico Morales Irizarry,PPD,Mayagüez
Iván Vargas Muñiz,PPD,Mayagüez
Lilia Marie Villanueva Sepúlveda,PPD,Mayagüez
Eli Tilén Bernabe,PPD,Mayagüez
José Alexis Trabal Rodríguez,PPD,Mayagüez
Carmen A. Román Grau,PPD,Mayagüez
Isidro Santaliz Acosta,PPD,Mayagüez
Rey Eduardo Torres Echevarría,PPD,Mayagüez
Reinaldo Rosado Silva,MVC,Mayagüez
Kevin O’neil Crespo Pagán,MVC,Mayagüez
Gerald Segarra Rodríguez,MVC,Mayagüez
Eli Rosado Acevedo,MVC,Mayagüez
Jorge Tantao Echevarría,MVC,Mayagüez
Marta Moreno Montalvo,MVC,Mayagüez
Abdel Ramón Morales Martínez,MVC,Mayagüez
Ingrid Rodríguez Ramos,MVC,Mayagüez
Elba I. Rivera Rodríguez,MVC,Mayagüez
Nora S. Rivera Carrasquillo,MVC,Mayagüez
Adamarys Jiménez Merced,MVC,Mayagüez
Jesús Hernández Báez,MVC,Mayagüez
Camilly Azzie Álvarez,PIP,Mayagüez
José Javier Muñiz Quiñones,PIP,Mayagüez
Camila Teresa Rivera González,PIP,Mayagüez
Enrique Lefevre Ramos,PIP,Mayagüez
María De Los A. Cajigas Nieto,PIP,Mayagüez
René Martínez Morales,PIP,Mayagüez
Luis Javier Cintrón Gutiérrez,PIP,Mayagüez
Joneth Jerral Rodríguez Cajigas,PIP,Mayagüez
Michelle Quiles Rodríguez,PIP,Mayagüez
Albert Sánchez Mariscal,PIP,Mayagüez
Ubaldo Soto Miranda,PIP,Mayagüez
Luis A. Nieves De Jesús,PIP,Mayagüez
Emmanuelle González Rosa,PIP,Mayagüez
Alexis Custodio Hernández,PD,Mayagüez
Susana Arroyo Méndez,PD,Mayagüez
Edda María Vargas Ruíz,PD,Mayagüez
Wesley Joys Betancourt Carmona,PD,Mayagüez
Sherman Lugo Pérez,PD,Mayagüez
Haydee Galarza Feliciano,PD,Mayagüez
Margarita Suau Conde,PD,Mayagüez
Ezequiel Pagán Rivera,PD,Mayagüez
Richard Alberto Vicenty Heben,PD,Mayagüez
Jorge Alberto Pérez Díaz,PNP,Moca
Juan I. Plaza Medina,PNP,Moca
Héctor Luis Rosario Rivera,PNP,Moca
Migdalia Cordero Martínez,PNP,Moca
Madeline Hernández Villanueva,PNP,Moca
Alexis García Yulfo,PNP,Moca
Manuel Velázquez Velázquez,PNP,Moca
Alexis Barreto Cabán,PNP,Moca
Louis Ramos Cordero,PNP,Moca
Jaime Hernández Ferrer,PNP,Moca
