Full Name,Precinct,Order
Keren Riquelme Cabrera,074,2
Rafael (Rafy) Santos Ortíz,074,2
Tatiana Pérez Ramírez,074,2
Verónica Rivera Lebrón,074,2
Nelson Raúl Albino Ruíz,074,2
Gregorio Matías Rosario,075,2
Héctor Santiago,075,2
José (Che) Pérez,075,2
José Luis Dalmau Santiago,075,2
Rafael (Rafy) Santos Ortíz,075,2
Ramón Torres,075,2
Verónica Rivera Lebrón,075,2
Nelson Raúl Albino Ruíz,075,2
Ada Álvarez Conde,076,2
Héctor Ferrer,076,2
Héctor Santiago,076,2
José (Pichy) Torres Zamora,076,2
Roxanna I. Soto Aguilú (Abogada Motorizada),076,2
Verónica Rivera Lebrón,076,2
Wilmer Reyes Berríos,076,2
Nelson Raúl Albino Ruíz,076,2
Gregorio Matías Rosario,077,2
Héctor Santiago,077,2
José (Che) Pérez,077,2
José A. (Josian) Santiago,077,2
Swanny Enit Vargas Laureano,077,2
Verónica Rivera Lebrón,077,2
Wilmer Reyes Berríos,077,2
Nelson Raúl Albino Ruíz,077,2
Héctor Santiago,078,2
José A. (Josian) Santiago,078,2
José Aponte Hernández,078,2
Leyda Cruz,078,2
Swanny Enit Vargas Laureano,078,2
Verónica Rivera Lebrón,078,2
Wilmer Reyes Berríos,078,2
Nelson Raúl Albino Ruíz,078,2
Ángel Toledo López,079,2
Gabriel F. Rodríguez Aguiló,079,2
Gabriel López Arrieta,079,2
Héctor Santiago,079,2
Luis Javier (Javy) Hernández,079,2
Rafael (Rafy) Santos Ortíz,079,2
Verónica Rivera Lebrón,079,2
Nelson Raúl Albino Ruíz,079,2
Ada Álvarez Conde,080,2
Héctor Ferrer,080,2
Héctor Santiago,080,2
Keren Riquelme Cabrera,080,2
Tatiana Pérez Ramírez,080,2
Verónica Rivera Lebrón,080,2
Wilmer Reyes Berríos,080,2
Nelson Raúl Albino Ruíz,080,2
Ada Álvarez Conde,081,2
Gabriel Pérez Pérez,081,2
Héctor Ferrer,081,2
José Aponte Hernández,081,2
Juan Oscar Morales Rodríguez,081,2
Leyda Cruz,081,2
Nelson Raúl Albino Ruíz,081,2
Gregorio Matías Rosario,082,2
José (Che) Pérez,082,2
José A. (Josian) Santiago,082,2
Katherine Tirado Flores,082,2
Luis Raúl Sánchez Hernández,082,2
Swanny Enit Vargas Laureano,082,2
Wanda (Wandy) Soto Tolentino,082,2
Nelson Raúl Albino Ruíz,082,2
Gregorio Matías Rosario,083,2
José (Che) Pérez,083,2
José A. (Josian) Santiago,083,2
Katherine Tirado Flores,083,2
Luis Daniel Colón La Santa,083,2
Luis Raúl Sánchez Hernández,083,2
Swanny Enit Vargas Laureano,083,2
Nelson Raúl Albino Ruíz,083,2
Gabriel López Arrieta,084,2
Katherine Tirado Flores,084,2
Keren Riquelme Cabrera,084,2
Luis Javier (Javy) Hernández,084,2
Luis Raúl Sánchez Hernández,084,2
Tatiana Pérez Ramírez,084,2
Wanda (Wandy) Soto Tolentino,084,2
Nelson Raúl Albino Ruíz,084,2
Ada Álvarez Conde,085,2
Héctor Ferrer,085,2
Jeison Rosa,085,2
José Aponte Hernández,085,2
Juan (Veguita) Vega,085,2
Leyda Cruz,085,2
Raúl López Vergé,085,2
Nelson Raúl Albino Ruíz,085,2
Ada Álvarez Conde,086,2
Gregorio Matías Rosario,086,2
Héctor Ferrer,086,2
José (Che) Pérez,086,2
Katherine Tirado Flores,086,2
Luis Daniel Colón La Santa,086,2
Luis Raúl Sánchez Hernández,086,2
Nelson Raúl Albino Ruíz,086,2
Ada Álvarez Conde,087,2
Nelson Raúl Albino Ruíz,087,2
Gregorio Matías Rosario,087,2
Héctor Ferrer,087,2
José (Che) Pérez,087,2
Katherine Tirado Flores,087,2
Luis Raúl Sánchez Hernández,087,2
Wanda (Wandy) Soto Tolentino,087,2
Nelson Raúl Albino Ruíz,088,2
Ada Álvarez Conde,088,2
Ángel Toledo López,088,2
Gabriel F. Rodríguez Aguiló,088,2
Héctor Ferrer,088,2
Katherine Tirado Flores,088,2
Luis Raúl Sánchez Hernández,088,2
Wanda (Wandy) Soto Tolentino,088,2
Nelson Raúl Albino Ruíz,089,2
Ada Álvarez Conde,089,2
Héctor Ferrer,089,2
José (Pichy) Torres Zamora,089,2
Katherine Tirado Flores,089,2
Luis Daniel Colón La Santa,089,2
Luis Raúl Sánchez Hernández,089,2
Roxanna I. Soto Aguilú (Abogada Motorizada),089,2
Nelson Raúl Albino Ruíz,090,2
Ada Álvarez Conde,090,2
Héctor Ferrer,090,2
José (Pichy) Torres Zamora,090,2
Katherine Tirado Flores,090,2
Luis Daniel Colón La Santa,090,2
Luis Raúl Sánchez Hernández,090,2
Roxanna I. Soto Aguilú (Abogada Motorizada),090,2
Nelson Raúl Albino Ruíz,091,2
Ángel Toledo López,091,2
Gabriel F. Rodríguez Aguiló,091,2
José Luis Dalmau Santiago,091,2
Katherine Tirado Flores,091,2
Luis Daniel Colón La Santa,091,2
Luis Raúl Sánchez Hernández,091,2
Ramón Torres,091,2
Nelson Raúl Albino Ruíz,092,2
Ada Álvarez Conde,092,2
Héctor Ferrer,092,2
José (Pichy) Torres Zamora,092,2
Katherine Tirado Flores,092,2
Luis Daniel Colón La Santa,092,2
Luis Raúl Sánchez Hernández,092,2
Roxanna I. Soto Aguilú (Abogada Motorizada),092,2
Nelson Raúl Albino Ruíz,093,2
Gabriel López Arrieta,093,2
Katherine Tirado Flores,093,2
Lourdes Ramos,093,2
Luis Daniel Colón La Santa,093,2
Luis Javier (Javy) Hernández,093,2
Luis Raúl Sánchez Hernández,093,2
Thomas Rivera Schatz,093,2
Nelson Raúl Albino Ruíz,094,2
José (Pichy) Torres Zamora,094,2
José Luis Dalmau Santiago,094,2
Katherine Tirado Flores,094,2
Luis Raúl Sánchez Hernández,094,2
Ramón Torres,094,2
Roxanna I. Soto Aguilú (Abogada Motorizada),094,2
Wanda (Wandy) Soto Tolentino,094,2
Nelson Raúl Albino Ruíz,095,2
José Luis Dalmau Santiago,095,2
Katherine Tirado Flores,095,2
Lourdes Ramos,095,2
Luis Raúl Sánchez Hernández,095,2
Ramón Torres,095,2
Thomas Rivera Schatz,095,2
Wanda (Wandy) Soto Tolentino,095,2
Nelson Raúl Albino Ruíz,096,2
Ada Álvarez Conde,096,2
Eilleen Violeta Ramos Rivera,096,2
Enid Monge Ortíz,096,2
Gregorio Matías Rosario,096,2
Héctor Ferrer,096,2
Héctor Joaquin Sánchez Álvarez,096,2
José (Che) Pérez,096,2
Nelson Raúl Albino Ruíz,097,2
Eilleen Violeta Ramos Rivera,097,2
Enid Monge Ortíz,097,2
José Luis Dalmau Santiago,097,2
Keren Riquelme Cabrera,097,2
Marissa (Marissita) Jiménez Santoni,097,2
Ramón Torres,097,2
Tatiana Pérez Ramírez,097,2
Nelson Raúl Albino Ruíz,098,2
Eilleen Violeta Ramos Rivera,098,2
Enid Monge Ortíz,098,2
Gabriel López Arrieta,098,2
José (Pichy) Torres Zamora,098,2
Luis Javier (Javy) Hernández,098,2
Marissa (Marissita) Jiménez Santoni,098,2
Roxanna I. Soto Aguilú (Abogada Motorizada),098,2
Nelson Raúl Albino Ruíz,099,2
Ángel Toledo López,099,2
Eilleen Violeta Ramos Rivera,099,2
Enid Monge Ortíz,099,2
Gabriel F. Rodríguez Aguiló,099,2
Héctor Joaquin Sánchez Álvarez,099,2
José A. (Josian) Santiago,099,2
Swanny Enit Vargas Laureano,099,2
Nelson Raúl Albino Ruíz,100,2
Ángel Toledo López,100,2
Eilleen Violeta Ramos Rivera,100,2
Enid Monge Ortíz,100,2
Gabriel F. Rodríguez Aguiló,100,2
Gabriel López Arrieta,100,2
Héctor Joaquin Sánchez Álvarez,100,2
Luis Javier (Javy) Hernández,100,2
Eilleen Violeta Ramos Rivera,101,2
Enid Monge Ortíz,101,2
Héctor Joaquin Sánchez Álvarez,101,2
José Luis Dalmau Santiago,101,2
Keren Riquelme Cabrera,101,2
Nelson Raúl Albino Ruíz,101,2
Ramón Torres,101,2
Tatiana Pérez Ramírez,101,2
Nelson Raúl Albino Ruíz,102,2
Eilleen Violeta Ramos Rivera,102,2
Enid Monge Ortíz,102,2
José Luis Dalmau Santiago,102,2
Keren Riquelme Cabrera,102,2
Marissa (Marissita) Jiménez Santoni,102,2
Ramón Torres,102,2
Tatiana Pérez Ramírez,102,2
Nelson Raúl Albino Ruíz,103,2
Ada Álvarez Conde,103,2
Eilleen Violeta Ramos Rivera,103,2
Enid Monge Ortíz,103,2
Héctor Ferrer,103,2
Lourdes Ramos,103,2
Marissa (Marissita) Jiménez Santoni,103,2
Thomas Rivera Schatz,103,2
Nelson Raúl Albino Ruíz,104,2
Ángel Toledo López,104,2
Eilleen Violeta Ramos Rivera,104,2
Enid Monge Ortíz,104,2
Gabriel F. Rodríguez Aguiló,104,2
José Luis Dalmau Santiago,104,2
Marissa (Marissita) Jiménez Santoni,104,2
Ramón Torres,104,2
Nelson Raúl Albino Ruíz,105,2
Eilleen Violeta Ramos Rivera,105,2
Enid Monge Ortíz,105,2
Gabriel F. Rodríguez Aguiló,105,2
Héctor Joaquin Sánchez Álvarez,105,2
José Luis Dalmau Santiago,105,2
Ramón Torres,105,2
Nelson Raúl Albino Ruíz,106,2
Eilleen Violeta Ramos Rivera,106,2
Enid Monge Ortíz,106,2
Héctor Joaquin Sánchez Álvarez,106,2
José A. (Josian) Santiago,106,2
José Aponte Hernández,106,2
Leyda Cruz,106,2
Swanny Enit Vargas Laureano,106,2
Nelson Raúl Albino Ruíz,107,2
Ángel Toledo López,107,2
Eilleen Violeta Ramos Rivera,107,2
Enid Monge Ortíz,107,2
Gabriel F. Rodríguez Aguiló,107,2
Héctor Joaquin Sánchez Álvarez,107,2
José Luis Dalmau Santiago,107,2
Ramón Torres,107,2
Nelson Raúl Albino Ruíz,108,2
Eilleen Violeta Ramos Rivera,108,2
Enid Monge Ortíz,108,2
Gabriel López Arrieta,108,2
José Aponte Hernández,108,2
Leyda Cruz,108,2
Luis Javier (Javy) Hernández,108,2
Marissa (Marissita) Jiménez Santoni,108,2
Nelson Raúl Albino Ruíz,109,2
Ángel Toledo López,109,2
Eilleen Violeta Ramos Rivera,109,2
Enid Monge Ortíz,109,2
Gabriel F. Rodríguez Aguiló,109,2
Héctor Joaquin Sánchez Álvarez,109,2
José A. (Josian) Santiago,109,2
Swanny Enit Vargas Laureano,109,2
Nelson Raúl Albino Ruíz,110,2
Ángel Toledo López,110,2
Eilleen Violeta Ramos Rivera,110,2
Enid Monge Ortíz,110,2
Gabriel F. Rodríguez Aguiló,110,2
José A. (Josian) Santiago,110,2
Marissa (Marissita) Jiménez Santoni,110,2
Swanny Enit Vargas Laureano,110,2
Nelson Raúl Albino Ruíz,111,2
Gregorio Matías Rosario,111,2
Jacqueline (Jackie) Rodríguez,111,2
José (Che) Pérez,111,2
José A. (Josian) Santiago,111,2
José Alberto Pagán,111,2
Ramón (Ramoncito) Ruíz Nieves,111,2
Swanny Enit Vargas Laureano,111,2
Nelson Raúl Albino Ruíz,112,2
Ada Álvarez Conde,112,2
Héctor Ferrer,112,2
Héctor Santiago,112,2
Keren Riquelme Cabrera,112,2
Tatiana Pérez Ramírez,112,2
Verónica Rivera Lebrón,112,2
Wilmer Reyes Berríos,112,2
Nelson Raúl Albino Ruíz,113,2
Héctor Santiago,113,2
José (Pichy) Torres Zamora,113,2
José A. (Josian) Santiago,113,2
Rafael (Rafy) Santos Ortíz,113,2
Roxanna I. Soto Aguilú (Abogada Motorizada),113,2
Swanny Enit Vargas Laureano,113,2
Verónica Rivera Lebrón,113,2
Nelson Raúl Albino Ruíz,114,2
Gabriel López Arrieta,114,2
Katherine Tirado Flores,114,2
Keren Riquelme Cabrera,114,2
Luis Javier (Javy) Hernández,114,2
Luis Raúl Sánchez Hernández,114,2
Tatiana Pérez Ramírez,114,2
Wanda (Wandy) Soto Tolentino,114,2
José (Pichy) Torres Zamora,001,3
José A. (Josian) Santiago,001,3
Roxanna I. Soto Aguilú (Abogada Motorizada),001,3
Swanny Enit Vargas Laureano,001,3
Elizabeth Torres Rodríguez,001,3
Ada Álvarez Conde,002,3
Héctor Ferrer,002,3
Lourdes Ramos,002,3
Thomas Rivera Schatz,002,3
Elizabeth Torres Rodríguez,002,3
Gabriel López Arrieta,003,3
Keren Riquelme Cabrera,003,3
Luis Javier (Javy) Hernández,003,3
Tatiana Pérez Ramírez,003,3
Elizabeth Torres Rodríguez,003,3
Ángel Toledo López,004,3
Gabriel F. Rodríguez Aguiló,004,3
José Luis Dalmau Santiago,004,3
Ramón Torres,004,3
Elizabeth Torres Rodríguez,004,3
Ada Álvarez Conde,005,3
Héctor Ferrer,005,3
José Aponte Hernández,005,3
Leyda Cruz,005,3
Elizabeth Torres Rodríguez,005,3
José A. (Josian) Santiago,006,3
José Aponte Hernández,006,3
Leyda Cruz,006,3
Swanny Enit Vargas Laureano,006,3
Elizabeth Torres Rodríguez,006,3
Ángel Toledo López,007,3
Gabriel F. Rodríguez Aguiló,007,3
José A. (Josian) Santiago,007,3
Swanny Enit Vargas Laureano,007,3
Elizabeth Torres Rodríguez,007,3
José Luis Dalmau Santiago,008,3
Keren Riquelme Cabrera,008,3
Ramón Torres,008,3
Tatiana Pérez Ramírez,008,3
Elizabeth Torres Rodríguez,008,3
José Luis Dalmau Santiago,009,3
Keren Riquelme Cabrera,009,3
Ramón Torres,009,3
Tatiana Pérez Ramírez,009,3
Elizabeth Torres Rodríguez,009,3
José Luis Dalmau Santiago,010,3
Keren Riquelme Cabrera,010,3
Ramón Torres,010,3
Tatiana Pérez Ramírez,010,3
Elizabeth Torres Rodríguez,010,3
Ada Álvarez Conde,011,3
Héctor Ferrer,011,3
José Aponte Hernández,011,3
Leyda Cruz,011,3
Elizabeth Torres Rodríguez,011,3
Gabriel López Arrieta,012,3
Gregorio Matías Rosario,012,3
José (Che) Pérez,012,3
Luis Javier (Javy) Hernández,012,3
Elizabeth Torres Rodríguez,012,3
Gabriel López Arrieta,013,3
Gregorio Matías Rosario,013,3
José (Che) Pérez,013,3
Luis Javier (Javy) Hernández,013,3
Elizabeth Torres Rodríguez,013,3
José A. (Josian) Santiago,014,3
Lourdes Ramos,014,3
Swanny Enit Vargas Laureano,014,3
Thomas Rivera Schatz,014,3
Elizabeth Torres Rodríguez,014,3
Ada Álvarez Conde,015,3
Héctor Ferrer,015,3
Lourdes Ramos,015,3
Thomas Rivera Schatz,015,3
Elizabeth Torres Rodríguez,015,3
Gabriel López Arrieta,016,3
Gregorio Matías Rosario,016,3
José (Che) Pérez,016,3
Luis Javier (Javy) Hernández,016,3
Elizabeth Torres Rodríguez,016,3
Gabriel López Arrieta,017,3
Gregorio Matías Rosario,017,3
José (Che) Pérez,017,3
Luis Javier (Javy) Hernández,017,3
Elizabeth Torres Rodríguez,017,3
Elizabeth Torres Rodríguez,018,3
José A. (Josian) Santiago,018,3
Lourdes Ramos,018,3
Swanny Enit Vargas Laureano,018,3
Thomas Rivera Schatz,018,3
Elizabeth Torres Rodríguez,019,3
José A. (Josian) Santiago,019,3
Lourdes Ramos,019,3
Swanny Enit Vargas Laureano,019,3
Thomas Rivera Schatz,019,3
Elizabeth Torres Rodríguez,020,3
Gabriel López Arrieta,020,3
Gregorio Matías Rosario,020,3
José (Che) Pérez,020,3
Luis Javier (Javy) Hernández,020,3
Elizabeth Torres Rodríguez,021,3
Ada Álvarez Conde,021,3
Ángel Toledo López,021,3
Gabriel F. Rodríguez Aguiló,021,3
Héctor Ferrer,021,3
Elizabeth Torres Rodríguez,022,3
Ada Álvarez Conde,022,3
Ángel Toledo López,022,3
Gabriel F. Rodríguez Aguiló,022,3
Héctor Ferrer,022,3
Elizabeth Torres Rodríguez,023,3
Gregorio Matías Rosario,023,3
José (Pichy) Torres Zamora,023,4
Swanny Enit Vargas Laureano,023,3
Elizabeth Torres Rodríguez,024,3
José (Pichy) Torres Zamora,024,3
José A. (Josian) Santiago,024,3
Roxanna I. Soto Aguilú (Abogada Motorizada),024,3
Swanny Enit Vargas Laureano,024,3
Elizabeth Torres Rodríguez,025,3
Gabriel López Arrieta,025,3
Keren Riquelme Cabrera,025,3
Luis Javier (Javy) Hernández,025,3
Tatiana Pérez Ramírez,025,3
Elizabeth Torres Rodríguez,026,3
Ángel Toledo López,026,3
Gabriel F. Rodríguez Aguiló,026,3
José Luis Dalmau Santiago,026,3
Ramón Torres,026,3
Elizabeth Torres Rodríguez,027,3
José (Pichy) Torres Zamora,027,3
José Luis Dalmau Santiago,027,3
Ramón Torres,027,3
Roxanna I. Soto Aguilú (Abogada Motorizada),027,3
Elizabeth Torres Rodríguez,028,3
Ada Álvarez Conde,028,3
Héctor Ferrer,028,3
Keren Riquelme Cabrera,028,3
Tatiana Pérez Ramírez,028,3
Elizabeth Torres Rodríguez,029,3
Ada Álvarez Conde,029,3
Héctor Ferrer,029,3
Keren Riquelme Cabrera,029,3
Tatiana Pérez Ramírez,029,3
Elizabeth Torres Rodríguez,030,3
Ángel Toledo López,030,3
Gabriel F. Rodríguez Aguiló,030,3
José A. (Josian) Santiago,030,3
Swanny Enit Vargas Laureano,030,3
Elizabeth Torres Rodríguez,031,3
Gregorio Matías Rosario,031,3
José (Che) Pérez,031,3
José Luis Dalmau Santiago,031,3
Ramón Torres,031,3
Elizabeth Torres Rodríguez,032,3
José Aponte Hernández,032,3
José Luis Dalmau Santiago,032,3
Leyda Cruz,032,3
Ramón Torres,032,3
Elizabeth Torres Rodríguez,033,3
José A. (Josian) Santiago,033,3
Lourdes Ramos,033,3
Swanny Enit Vargas Laureano,033,3
Thomas Rivera Schatz,033,3
Elizabeth Torres Rodríguez,034,3
Ángel Toledo López,034,3
Gabriel F. Rodríguez Aguiló,034,3
José Luis Dalmau Santiago,034,3
Ramón Torres,034,3
Elizabeth Torres Rodríguez,035,3
Gabriel López Arrieta,035,3
Gregorio Matías Rosario,035,3
José (Che) Pérez,035,3
Luis Javier (Javy) Hernández,035,3
Elizabeth Torres Rodríguez,036,3
Gabriel López Arrieta,036,3
Gregorio Matías Rosario,036,3
José (Che) Pérez,036,3
Luis Javier (Javy) Hernández,036,3
Elizabeth Torres Rodríguez,037,3
Gabriel López Arrieta,037,3
Gregorio Matías Rosario,037,3
José (Che) Pérez,037,3
Luis Javier (Javy) Hernández,037,3
Elizabeth Torres Rodríguez,038,3
Gabriel López Arrieta,038,3
Keren Riquelme Cabrera,038,3
Luis Javier (Javy) Hernández,038,3
Tatiana Pérez Ramírez,038,3
Elizabeth Torres Rodríguez,039,3
Ángel Toledo López,039,3
Gabriel F. Rodríguez Aguiló,039,3
José A. (Josian) Santiago,039,3
Swanny Enit Vargas Laureano,039,3
Elizabeth Torres Rodríguez,040,3
José Luis Dalmau Santiago,040,3
Keren Riquelme Cabrera,040,3
Ramón Torres,040,3
Tatiana Pérez Ramírez,040,3
Elizabeth Torres Rodríguez,041,3
Ada Álvarez Conde,041,3
Héctor Ferrer,041,3
José (Pichy) Torres Zamora,041,3
Roxanna I. Soto Aguilú (Abogada Motorizada),041,3
Elizabeth Torres Rodríguez,042,3
Ada Álvarez Conde,042,3
Ángel Toledo López,042,3
Gabriel F. Rodríguez Aguiló,042,3
Héctor Ferrer,042,3
Elizabeth Torres Rodríguez,043,3
Ada Álvarez Conde,043,3
Gregorio Matías Rosario,043,3
Héctor Ferrer,043,3
José (Che) Pérez,043,3
Elizabeth Torres Rodríguez,044,3
Ada Álvarez Conde,044,3
Gregorio Matías Rosario,044,3
Héctor Ferrer,044,3
José (Che) Pérez,044,3
Elizabeth Torres Rodríguez,045,3
José Luis Dalmau Santiago,045,3
Lourdes Ramos,045,3
Ramón Torres,045,3
Thomas Rivera Schatz,045,3
Elizabeth Torres Rodríguez,046,3
José A. (Josian) Santiago,046,3
Lourdes Ramos,046,3
Swanny Enit Vargas Laureano,046,3
Thomas Rivera Schatz,046,3
Elizabeth Torres Rodríguez,047,3
Ángel Toledo López,047,3
Gabriel F. Rodríguez Aguiló,047,3
Gabriel López Arrieta,047,3
Luis Javier (Javy) Hernández,047,3
Elizabeth Torres Rodríguez,048,3
Ada Álvarez Conde,048,3
Héctor Ferrer,048,3
Keren Riquelme Cabrera,048,3
Tatiana Pérez Ramírez,048,3
Elizabeth Torres Rodríguez,049,3
José A. (Josian) Santiago,049,3
Keren Riquelme Cabrera,049,3
Swanny Enit Vargas Laureano,049,3
Tatiana Pérez Ramírez,049,3
Elizabeth Torres Rodríguez,050,3
José Luis Dalmau Santiago,050,3
Keren Riquelme Cabrera,050,3
Ramón Torres,050,3
Tatiana Pérez Ramírez,050,3
Elizabeth Torres Rodríguez,051,3
Ada Álvarez Conde,051,3
Héctor Ferrer,051,3
José Aponte Hernández,051,3
Leyda Cruz,051,3
Elizabeth Torres Rodríguez,052,3
Ada Álvarez Conde,052,3
Héctor Ferrer,052,3
José Aponte Hernández,052,3
Leyda Cruz,052,3
Elizabeth Torres Rodríguez,053,3
Gabriel López Arrieta,053,3
José (Pichy) Torres Zamora,053,3
Luis Javier (Javy) Hernández,053,3
Roxanna I. Soto Aguilú (Abogada Motorizada),053,3
Elizabeth Torres Rodríguez,054,3
Ada Álvarez Conde,054,3
Gregorio Matías Rosario,054,3
Héctor Ferrer,054,3
José (Che) Pérez,054,3
Elizabeth Torres Rodríguez,055,3
Ada Álvarez Conde,055,3
Héctor Ferrer,055,3
José (Pichy) Torres Zamora,055,3
Roxanna I. Soto Aguilú (Abogada Motorizada),055,3
Elizabeth Torres Rodríguez,056,3
José Luis Dalmau Santiago,056,3
Lourdes Ramos,056,3
Ramón Torres,056,3
Thomas Rivera Schatz,056,3
Elizabeth Torres Rodríguez,057,3
José Luis Dalmau Santiago,057,3
Lourdes Ramos,057,3
Ramón Torres,057,3
Thomas Rivera Schatz,057,3
Elizabeth Torres Rodríguez,058,3
Gabriel López Arrieta,058,3
Lourdes Ramos,058,3
Luis Javier (Javy) Hernández,058,3
Thomas Rivera Schatz,058,3
Elizabeth Torres Rodríguez,059,3
Gabriel López Arrieta,059,3
José Aponte Hernández,059,3
Leyda Cruz,059,3
Luis Javier (Javy) Hernández,059,3
Elizabeth Torres Rodríguez,060,3
Ada Álvarez Conde,060,3
Héctor Ferrer,060,3
Lourdes Ramos,060,3
Thomas Rivera Schatz,060,3
Elizabeth Torres Rodríguez,061,3
José (Pichy) Torres Zamora,061,3
José Luis Dalmau Santiago,061,3
Ramón Torres,061,3
Roxanna I. Soto Aguilú (Abogada Motorizada),061,3
Elizabeth Torres Rodríguez,062,3
José A. (Josian) Santiago,062,3
Keren Riquelme Cabrera,062,3
Swanny Enit Vargas Laureano,062,3
Tatiana Pérez Ramírez,062,3
Elizabeth Torres Rodríguez,063,3
Ángel Toledo López,063,3
Gabriel F. Rodríguez Aguiló,063,3
José Luis Dalmau Santiago,063,3
Ramón Torres,063,3
Elizabeth Torres Rodríguez,064,3
Ángel Toledo López,064,3
Gabriel F. Rodríguez Aguiló,064,3
José Luis Dalmau Santiago,064,3
Ramón Torres,064,3
Elizabeth Torres Rodríguez,065,3
José (Pichy) Torres Zamora,065,3
José A. (Josian) Santiago,065,3
Roxanna I. Soto Aguilú (Abogada Motorizada),065,3
Swanny Enit Vargas Laureano,065,3
Elizabeth Torres Rodríguez,066,3
José A. (Josian) Santiago,066,3
José Aponte Hernández,066,3
Leyda Cruz,066,3
Swanny Enit Vargas Laureano,066,3
Elizabeth Torres Rodríguez,067,3
Ada Álvarez Conde,067,3
Ángel Toledo López,067,3
Gabriel F. Rodríguez Aguiló,067,3
Héctor Ferrer,067,3
Elizabeth Torres Rodríguez,068,3
José (Pichy) Torres Zamora,068,3
José A. (Josian) Santiago,068,3
Roxanna I. Soto Aguilú (Abogada Motorizada),068,3
Swanny Enit Vargas Laureano,068,3
Elizabeth Torres Rodríguez,069,3
Ada Álvarez Conde,069,3
Ángel Toledo López,069,3
Gabriel F. Rodríguez Aguiló,069,3
Héctor Ferrer,069,3
Elizabeth Torres Rodríguez,070,3
Gregorio Matías Rosario,070,3
José (Che) Pérez,070,3
José Luis Dalmau Santiago,070,3
Ramón Torres,070,3
Elizabeth Torres Rodríguez,071,3
Gregorio Matías Rosario,071,3
José (Che) Pérez,071,3
José Luis Dalmau Santiago,071,3
Ramón Torres,071,3
Elizabeth Torres Rodríguez,072,3
Gabriel López Arrieta,072,3
Lourdes Ramos,072,3
Luis Javier (Javy) Hernández,072,3
Thomas Rivera Schatz,072,3
Elizabeth Torres Rodríguez,073,3
José Luis Dalmau Santiago,073,3
Lourdes Ramos,073,3
Ramón Torres,073,3
Thomas Rivera Schatz,073,3
Elizabeth Torres Rodríguez,074,3
Gabriel López Arrieta,074,3
Lourdes Ramos,074,3
Luis Javier (Javy) Hernández,074,3
Thomas Rivera Schatz,074,3
Elizabeth Torres Rodríguez,075,3
José (Pichy) Torres Zamora,075,3
José A. (Josian) Santiago,075,3
Roxanna I. Soto Aguilú (Abogada Motorizada),075,3
Swanny Enit Vargas Laureano,075,3
Elizabeth Torres Rodríguez,076,3
Gabriel López Arrieta,076,3
Keren Riquelme Cabrera,076,3
Luis Javier (Javy) Hernández,076,3
Tatiana Pérez Ramírez,076,3
Elizabeth Torres Rodríguez,077,3
Ada Álvarez Conde,077,3
Héctor Ferrer,077,3
José (Pichy) Torres Zamora,077,3
Roxanna I. Soto Aguilú (Abogada Motorizada),077,3
Elizabeth Torres Rodríguez,078,3
Ada Álvarez Conde,078,3
Gregorio Matías Rosario,078,3
Héctor Ferrer,078,3
José (Che) Pérez,078,3
Elizabeth Torres Rodríguez,079,3
José Aponte Hernández,079,3
José Luis Dalmau Santiago,079,3
Leyda Cruz,079,3
Ramón Torres,079,3
Elizabeth Torres Rodríguez,080,3
Gabriel López Arrieta,080,3
Lourdes Ramos,080,3
Luis Javier (Javy) Hernández,080,3
Thomas Rivera Schatz,080,3
Elizabeth Torres Rodríguez,081,3
Gabriel López Arrieta,081,3
Gregorio Matías Rosario,081,3
José (Che) Pérez,081,3
Luis Javier (Javy) Hernández,081,3
Elizabeth Torres Rodríguez,082,3
Ada Álvarez Conde,082,3
Héctor Ferrer,082,3
José (Pichy) Torres Zamora,082,3
Roxanna I. Soto Aguilú (Abogada Motorizada),082,3
Elizabeth Torres Rodríguez,083,3
Ada Álvarez Conde,083,3
Héctor Ferrer,083,3
José (Pichy) Torres Zamora,083,3
Roxanna I. Soto Aguilú (Abogada Motorizada),083,3
Elizabeth Torres Rodríguez,084,3
José Luis Dalmau Santiago,084,3
Lourdes Ramos,084,3
Ramón Torres,084,3
Thomas Rivera Schatz,084,3
Elizabeth Torres Rodríguez,085,3
Gabriel López Arrieta,085,3
Gregorio Matías Rosario,085,3
José (Che) Pérez,085,3
Luis Javier (Javy) Hernández,085,3
Elizabeth Torres Rodríguez,086,3
Gabriel López Arrieta,086,3
José (Pichy) Torres Zamora,086,3
Luis Javier (Javy) Hernández,086,3
Roxanna I. Soto Aguilú (Abogada Motorizada),086,3
Elizabeth Torres Rodríguez,087,3
Gabriel López Arrieta,087,3
José (Pichy) Torres Zamora,087,3
Luis Javier (Javy) Hernández,087,3
Roxanna I. Soto Aguilú (Abogada Motorizada),087,3
Elizabeth Torres Rodríguez,088,3
Gabriel López Arrieta,088,3
José Aponte Hernández,088,3
Leyda Cruz,088,3
Luis Javier (Javy) Hernández,088,3
Elizabeth Torres Rodríguez,089,3
Gabriel López Arrieta,089,3
Keren Riquelme Cabrera,089,3
Luis Javier (Javy) Hernández,089,3
Tatiana Pérez Ramírez,089,3
Elizabeth Torres Rodríguez,090,3
Gabriel López Arrieta,090,3
Keren Riquelme Cabrera,090,3
Luis Javier (Javy) Hernández,090,3
Tatiana Pérez Ramírez,090,3
Elizabeth Torres Rodríguez,091,3
José A. (Josian) Santiago,091,3
